State_Center,Act_Center,Reward_Center,NextState_Center,Done,Cost_Center,Weight,Probability
"[-0.055000000000000056, 0.005]",[0.6249999999999999],[1.185],"[-0.055000000000000056, -0.005000000000000009]",False,[50.0],1,1.0
"[-0.055000000000000056, -0.005000000000000009]",[0.6149999999999999],[1.215],"[-0.06499999999999995, -0.025000000000000026]",False,[50.0],1,1.0
"[-0.06499999999999995, -0.025000000000000026]",[0.545],[1.245],"[-0.06499999999999995, -0.03499999999999998]",False,[50.0],1,1.0
"[-0.06499999999999995, -0.03499999999999998]",[0.495],[1.275],"[-0.07499999999999996, -0.055]",False,[50.0],1,1.0
"[-0.07499999999999996, -0.055]",[0.495],[1.295],"[-0.08499999999999996, -0.065]",False,[50.0],1,1.0
"[-0.08499999999999996, -0.065]",[0.505],[1.325],"[-0.09499999999999997, -0.07500000000000001]",False,[50.0],1,0.5
"[-0.09499999999999997, -0.07500000000000001]",[0.18499999999999994],[1.325],"[-0.10499999999999998, -0.07500000000000001]",False,[50.0],1,1.0
"[-0.10499999999999998, -0.07500000000000001]",[0.28500000000000003],[1.285],"[-0.11499999999999999, -0.08500000000000002]",False,[50.0],2,1.0
"[-0.11499999999999999, -0.08500000000000002]",[0.20499999999999996],[1.295],"[-0.135, -0.08500000000000002]",False,[50.0],2,1.0
"[-0.135, -0.08500000000000002]",[-0.08500000000000008],[1.345],"[-0.14500000000000002, -0.08500000000000002]",False,[50.0],1,0.5
"[-0.14500000000000002, -0.08500000000000002]",[-0.19500000000000006],[1.335],"[-0.15500000000000003, -0.08500000000000002]",False,[50.0],1,1.0
"[-0.15500000000000003, -0.08500000000000002]",[-0.17500000000000004],[1.325],"[-0.17500000000000004, -0.07500000000000001]",False,[50.0],1,0.5
"[-0.17500000000000004, -0.07500000000000001]",[-0.3850000000000001],[1.305],"[-0.18500000000000005, -0.065]",False,[50.0],1,0.5
"[-0.18500000000000005, -0.065]",[-0.41500000000000004],[1.285],"[-0.19499999999999995, -0.055]",False,[50.0],1,1.0
"[-0.19499999999999995, -0.055]",[-0.395],[1.265],"[-0.20499999999999996, -0.04499999999999999]",False,[50.0],1,0.2
"[-0.20499999999999996, -0.04499999999999999]",[-0.4950000000000001],[1.235],"[-0.20499999999999996, -0.03499999999999998]",False,[50.0],1,0.3333333333333333
"[-0.20499999999999996, -0.03499999999999998]",[-0.5050000000000001],[1.215],"[-0.21499999999999997, -0.025000000000000026]",False,[50.0],1,0.25
"[-0.21499999999999997, -0.025000000000000026]",[-0.29500000000000004],[1.195],"[-0.21499999999999997, -0.015000000000000017]",False,[50.0],1,0.2
"[-0.21499999999999997, -0.015000000000000017]",[-0.42500000000000004],[1.175],"[-0.21499999999999997, -0.005000000000000009]",False,[50.0],1,0.25
"[-0.21499999999999997, -0.005000000000000009]",[-0.08500000000000008],[1.195],"[-0.21499999999999997, 0.005]",False,[50.0],27,0.34615384615384615
"[-0.21499999999999997, 0.005]",[-0.18500000000000005],[1.085],"[-0.21499999999999997, 0.01500000000000001]",False,[50.0],2,0.0111731843575419
"[-0.21499999999999997, 0.01500000000000001]",[-0.32500000000000007],[1.125],"[-0.21499999999999997, 0.02500000000000002]",False,[50.0],1,0.043478260869565216
"[-0.21499999999999997, 0.02500000000000002]",[-0.32500000000000007],[1.105],"[-0.20499999999999996, 0.03499999999999997]",False,[50.0],1,0.023809523809523808
"[-0.20499999999999996, 0.03499999999999997]",[-0.1250000000000001],[1.105],"[-0.20499999999999996, 0.03499999999999997]",False,[50.0],1,0.25
"[-0.20499999999999996, 0.03499999999999997]",[-0.20500000000000007],[1.095],"[-0.19499999999999995, 0.03499999999999997]",False,[50.0],1,0.25
"[-0.19499999999999995, 0.03499999999999997]",[-0.005000000000000009],[1.095],"[-0.19499999999999995, 0.03499999999999997]",False,[50.0],1,0.16666666666666666
"[-0.19499999999999995, 0.03499999999999997]",[0.11499999999999988],[1.095],"[-0.18500000000000005, 0.03499999999999997]",False,[50.0],1,0.16666666666666666
"[-0.18500000000000005, 0.03499999999999997]",[-0.005000000000000009],[1.095],"[-0.18500000000000005, 0.03499999999999997]",False,[50.0],1,0.25
"[-0.425, -0.09500000000000003]",[-1.0650000000000002],[1.205],"[-0.435, -0.065]",False,[50.0],1,0.0625
"[-0.435, -0.065]",[-0.8650000000000001],[1.155],"[-0.445, -0.04499999999999999]",False,[50.0],4,0.17391304347826086
"[-0.455, -0.025000000000000026]",[-0.9150000000000001],[1.085],"[-0.455, 0.005]",False,[50.0],2,0.10526315789473684
"[-0.455, 0.005]",[-0.9150000000000001],[1.065],"[-0.455, 0.02500000000000002]",False,[50.0],10,0.45454545454545453
"[-0.455, 0.02500000000000002]",[-1.0450000000000002],[0.985],"[-0.445, 0.054999999999999986]",False,[50.0],2,0.1111111111111111
"[-0.445, 0.054999999999999986]",[-0.805],[0.965],"[-0.435, 0.07500000000000001]",False,[50.0],7,0.30434782608695654
"[-0.405, 0.125]",[-0.4950000000000001],[0.825],"[-0.385, 0.135]",False,[50.0],4,0.3333333333333333
"[-0.365, 0.15500000000000003]",[-0.45500000000000007],[0.725],"[-0.33499999999999996, 0.16500000000000004]",False,[50.0],2,0.3333333333333333
"[-0.33499999999999996, 0.16500000000000004]",[-0.3850000000000001],[0.715],"[-0.31500000000000006, 0.17500000000000004]",False,[50.0],1,0.25
"[-0.31500000000000006, 0.17500000000000004]",[-0.16500000000000004],[0.705],"[-0.28500000000000003, 0.17500000000000004]",False,[50.0],1,0.5
"[-0.255, 0.17500000000000004]",[0.265],[0.725],"[-0.22499999999999998, 0.16500000000000004]",False,[50.0],1,0.5
"[-0.22499999999999998, 0.16500000000000004]",[0.3849999999999999],[0.745],"[-0.20499999999999996, 0.15500000000000003]",False,[50.0],1,0.5
"[-0.20499999999999996, 0.15500000000000003]",[0.505],[0.775],"[-0.17500000000000004, 0.14500000000000002]",False,[50.0],1,1.0
"[-0.17500000000000004, 0.14500000000000002]",[0.6549999999999999],[0.805],"[-0.15500000000000003, 0.135]",False,[50.0],1,1.0
"[-0.15500000000000003, 0.135]",[0.705],[0.835],"[-0.135, 0.11499999999999999]",False,[50.0],1,0.5
"[-0.135, 0.11499999999999999]",[0.8849999999999999],[0.885],"[-0.11499999999999999, 0.09499999999999997]",False,[50.0],1,1.0
"[-0.11499999999999999, 0.09499999999999997]",[0.8949999999999999],[0.925],"[-0.10499999999999998, 0.065]",False,[50.0],1,1.0
"[-0.10499999999999998, 0.065]",[0.745],[0.965],"[-0.09499999999999997, 0.04499999999999998]",False,[50.0],1,1.0
"[-0.09499999999999997, 0.04499999999999998]",[0.705],[1.005],"[-0.08499999999999996, 0.03499999999999997]",False,[50.0],1,0.5
"[-0.08499999999999996, 0.03499999999999997]",[0.9049999999999999],[1.045],"[-0.08499999999999996, 0.005]",False,[50.0],1,1.0
"[-0.08499999999999996, 0.005]",[0.6749999999999999],[1.075],"[-0.08499999999999996, -0.005000000000000009]",False,[50.0],1,1.0
"[-0.08499999999999996, -0.005000000000000009]",[0.695],[1.115],"[-0.08499999999999996, -0.025000000000000026]",False,[50.0],1,1.0
"[-0.08499999999999996, -0.025000000000000026]",[0.6049999999999999],[1.145],"[-0.08499999999999996, -0.03499999999999998]",False,[50.0],1,1.0
"[-0.08499999999999996, -0.03499999999999998]",[0.5650000000000001],[1.175],"[-0.09499999999999997, -0.055]",False,[50.0],1,1.0
"[-0.09499999999999997, -0.055]",[0.6649999999999999],[1.205],"[-0.10499999999999998, -0.07500000000000001]",False,[50.0],1,0.5
"[-0.135, -0.08500000000000002]",[0.17499999999999993],[1.245],"[-0.14500000000000002, -0.09500000000000003]",False,[50.0],1,0.5
"[-0.14500000000000002, -0.09500000000000003]",[0.255],[1.2550000000000001],"[-0.15500000000000003, -0.09500000000000003]",False,[50.0],1,0.5
"[-0.15500000000000003, -0.09500000000000003]",[-0.07500000000000007],[1.2550000000000001],"[-0.17500000000000004, -0.09500000000000003]",False,[50.0],1,1.0
"[-0.17500000000000004, -0.09500000000000003]",[0.02500000000000002],[1.2550000000000001],"[-0.19499999999999995, -0.09500000000000003]",False,[50.0],1,1.0
"[-0.19499999999999995, -0.09500000000000003]",[-0.17500000000000004],[1.245],"[-0.20499999999999996, -0.09500000000000003]",False,[50.0],1,1.0
"[-0.20499999999999996, -0.09500000000000003]",[-0.3650000000000001],[1.235],"[-0.21499999999999997, -0.08500000000000002]",False,[50.0],1,1.0
"[-0.21499999999999997, -0.08500000000000002]",[-0.275],[1.215],"[-0.235, -0.07500000000000001]",False,[50.0],1,0.5
"[-0.235, -0.07500000000000001]",[-0.5050000000000001],[1.195],"[-0.245, -0.065]",False,[50.0],1,0.16666666666666666
"[-0.245, -0.065]",[-0.275],[1.205],"[-0.255, -0.055]",False,[50.0],2,0.25
"[-0.255, -0.055]",[-0.3750000000000001],[1.185],"[-0.265, -0.04499999999999999]",False,[50.0],2,0.5
"[-0.265, -0.04499999999999999]",[-0.545],[1.125],"[-0.265, -0.025000000000000026]",False,[50.0],1,0.09090909090909091
"[-0.265, -0.025000000000000026]",[-0.5050000000000001],[1.095],"[-0.275, -0.015000000000000017]",False,[50.0],1,0.1
"[-0.275, -0.015000000000000017]",[-0.5750000000000001],[1.065],"[-0.275, -0.005000000000000009]",False,[50.0],1,0.08333333333333333
"[-0.275, -0.005000000000000009]",[-0.17500000000000004],[1.145],"[-0.275, 0.005]",False,[50.0],3,0.125
"[-0.275, 0.005]",[-0.31500000000000006],[1.035],"[-0.275, 0.01500000000000001]",False,[50.0],1,0.03225806451612903
"[-0.275, 0.01500000000000001]",[-0.31500000000000006],[1.015],"[-0.265, 0.02500000000000002]",False,[50.0],1,0.09090909090909091
"[-0.265, 0.02500000000000002]",[0.035000000000000024],[1.075],"[-0.265, 0.02500000000000002]",False,[50.0],2,0.09523809523809523
"[-0.265, 0.02500000000000002]",[-0.19500000000000006],[0.995],"[-0.265, 0.03499999999999997]",False,[50.0],1,0.047619047619047616
"[-0.265, 0.03499999999999997]",[-0.29500000000000004],[0.985],"[-0.255, 0.04499999999999998]",False,[50.0],1,0.024390243902439025
"[-0.405, -0.04499999999999999]",[-0.8750000000000001],[1.155],"[-0.41500000000000004, -0.025000000000000026]",False,[50.0],5,0.19230769230769232
"[-0.41500000000000004, -0.005000000000000009]",[-0.9450000000000001],[1.075],"[-0.41500000000000004, 0.01500000000000001]",False,[50.0],13,0.34210526315789475
"[-0.41500000000000004, 0.01500000000000001]",[-0.9650000000000001],[1.045],"[-0.41500000000000004, 0.03499999999999997]",False,[50.0],9,0.21428571428571427
"[-0.41500000000000004, 0.03499999999999997]",[-0.995],[0.975],"[-0.405, 0.065]",False,[50.0],7,0.22580645161290322
"[-0.405, 0.065]",[-0.795],[0.925],"[-0.395, 0.08500000000000002]",False,[50.0],10,0.3125
"[-0.395, 0.08500000000000002]",[-0.7050000000000001],[0.925],"[-0.375, 0.10499999999999998]",False,[50.0],3,0.11538461538461539
"[-0.375, 0.10499999999999998]",[-0.685],[0.915],"[-0.365, 0.11499999999999999]",False,[50.0],1,0.0625
"[-0.345, 0.135]",[-0.08500000000000008],[0.825],"[-0.32499999999999996, 0.135]",False,[50.0],3,0.3
"[-0.32499999999999996, 0.135]",[-0.08500000000000008],[0.865],"[-0.29500000000000004, 0.14500000000000002]",False,[50.0],1,0.14285714285714285
"[-0.29500000000000004, 0.14500000000000002]",[0.30500000000000005],[0.825],"[-0.275, 0.135]",False,[50.0],3,0.6
"[-0.275, 0.135]",[0.12499999999999989],[0.885],"[-0.255, 0.135]",False,[50.0],1,0.25
"[-0.255, 0.135]",[0.485],[0.865],"[-0.235, 0.125]",False,[50.0],2,0.6666666666666666
"[-0.235, 0.125]",[0.765],[0.865],"[-0.21499999999999997, 0.10499999999999998]",False,[50.0],5,1.0
"[-0.21499999999999997, 0.10499999999999998]",[0.535],[0.985],"[-0.19499999999999995, 0.09499999999999997]",False,[50.0],2,0.2857142857142857
"[-0.19499999999999995, 0.09499999999999997]",[0.6349999999999999],[0.995],"[-0.18500000000000005, 0.07500000000000001]",False,[50.0],1,0.5
"[-0.18500000000000005, 0.07500000000000001]",[0.545],[0.965],"[-0.17500000000000004, 0.065]",False,[50.0],4,0.8
"[-0.17500000000000004, 0.065]",[0.545],[1.055],"[-0.16500000000000004, 0.04499999999999998]",False,[50.0],1,0.14285714285714285
"[-0.16500000000000004, 0.04499999999999998]",[0.31499999999999984],[1.085],"[-0.15500000000000003, 0.03499999999999997]",False,[50.0],5,0.625
"[-0.15500000000000003, 0.03499999999999997]",[0.6249999999999999],[1.115],"[-0.15500000000000003, 0.01500000000000001]",False,[50.0],1,0.09090909090909091
"[-0.15500000000000003, 0.01500000000000001]",[0.6649999999999999],[1.155],"[-0.15500000000000003, -0.005000000000000009]",False,[50.0],1,0.2
"[-0.15500000000000003, -0.005000000000000009]",[0.485],[1.175],"[-0.15500000000000003, -0.015000000000000017]",False,[50.0],1,1.0
"[-0.15500000000000003, -0.015000000000000017]",[0.42499999999999993],[1.195],"[-0.15500000000000003, -0.025000000000000026]",False,[50.0],1,1.0
"[-0.15500000000000003, -0.025000000000000026]",[0.3749999999999999],[1.215],"[-0.15500000000000003, -0.03499999999999998]",False,[50.0],1,1.0
"[-0.15500000000000003, -0.03499999999999998]",[0.29500000000000004],[1.225],"[-0.16500000000000004, -0.03499999999999998]",False,[50.0],1,1.0
"[-0.16500000000000004, -0.03499999999999998]",[0.20499999999999996],[1.245],"[-0.16500000000000004, -0.04499999999999999]",False,[50.0],1,0.3333333333333333
"[-0.16500000000000004, -0.04499999999999999]",[0.33499999999999985],[1.2550000000000001],"[-0.17500000000000004, -0.055]",False,[50.0],1,1.0
"[-0.17500000000000004, -0.055]",[0.10499999999999987],[1.265],"[-0.18500000000000005, -0.055]",False,[50.0],1,0.5
"[-0.18500000000000005, -0.055]",[0.10499999999999987],[1.265],"[-0.19499999999999995, -0.055]",False,[50.0],1,0.25
"[-0.19499999999999995, -0.055]",[-0.03500000000000004],[1.265],"[-0.20499999999999996, -0.055]",False,[50.0],1,0.2
"[-0.20499999999999996, -0.055]",[-0.025000000000000026],[1.265],"[-0.21499999999999997, -0.055]",False,[50.0],1,0.5
"[-0.21499999999999997, -0.055]",[-0.015000000000000017],[1.215],"[-0.22499999999999998, -0.055]",False,[50.0],2,0.6666666666666666
"[-0.22499999999999998, -0.055]",[-0.20500000000000007],[1.245],"[-0.235, -0.04499999999999999]",False,[50.0],1,0.1
"[-0.235, -0.04499999999999999]",[-0.14500000000000002],[1.235],"[-0.235, -0.04499999999999999]",False,[50.0],1,0.16666666666666666
"[-0.235, -0.04499999999999999]",[-0.2350000000000001],[1.225],"[-0.245, -0.03499999999999998]",False,[50.0],1,0.16666666666666666
"[-0.245, -0.03499999999999998]",[-0.41500000000000004],[1.205],"[-0.255, -0.025000000000000026]",False,[50.0],1,0.3333333333333333
"[-0.255, -0.025000000000000026]",[-0.3650000000000001],[1.185],"[-0.255, -0.015000000000000017]",False,[50.0],1,0.09090909090909091
"[-0.255, -0.015000000000000017]",[-0.395],[1.165],"[-0.255, -0.005000000000000009]",False,[50.0],1,0.1
"[-0.255, -0.005000000000000009]",[-0.15500000000000003],[1.165],"[-0.255, 0.005]",False,[50.0],14,0.25925925925925924
"[-0.255, 0.005]",[0.01500000000000001],[1.175],"[-0.255, 0.005]",False,[50.0],35,0.5223880597014925
"[-0.255, 0.005]",[-0.2550000000000001],[1.125],"[-0.255, 0.01500000000000001]",False,[50.0],1,0.014925373134328358
"[-0.255, 0.01500000000000001]",[0.11499999999999988],[1.155],"[-0.255, 0.01500000000000001]",False,[50.0],19,0.41304347826086957
"[-0.255, 0.01500000000000001]",[0.05500000000000004],[1.085],"[-0.245, 0.01500000000000001]",False,[50.0],4,0.08695652173913043
"[-0.245, 0.01500000000000001]",[-0.19500000000000006],[1.105],"[-0.245, 0.02500000000000002]",False,[50.0],1,0.02127659574468085
"[-0.245, 0.02500000000000002]",[0.21499999999999997],[1.035],"[-0.245, 0.02500000000000002]",False,[50.0],6,0.2222222222222222
"[-0.245, 0.02500000000000002]",[0.09499999999999986],[1.065],"[-0.235, 0.02500000000000002]",False,[50.0],7,0.25925925925925924
"[-0.235, 0.02500000000000002]",[0.07499999999999984],[1.085],"[-0.235, 0.02500000000000002]",False,[50.0],10,0.35714285714285715
"[-0.235, 0.02500000000000002]",[0.1349999999999999],[1.065],"[-0.22499999999999998, 0.02500000000000002]",False,[50.0],4,0.14285714285714285
"[-0.22499999999999998, 0.02500000000000002]",[0.15499999999999992],[1.075],"[-0.22499999999999998, 0.02500000000000002]",False,[50.0],6,0.2608695652173913
"[-0.22499999999999998, 0.02500000000000002]",[0.18499999999999994],[1.065],"[-0.22499999999999998, 0.01500000000000001]",False,[50.0],5,0.21739130434782608
"[-0.425, 0.09499999999999997]",[-0.4850000000000001],[0.865],"[-0.41500000000000004, 0.10499999999999998]",False,[50.0],6,0.3157894736842105
"[-0.41500000000000004, 0.10499999999999998]",[-0.7150000000000001],[0.845],"[-0.395, 0.125]",False,[50.0],4,0.25
"[-0.395, 0.125]",[-0.44500000000000006],[0.835],"[-0.375, 0.135]",False,[50.0],2,0.2222222222222222
"[-0.375, 0.135]",[-0.31500000000000006],[0.835],"[-0.345, 0.14500000000000002]",False,[50.0],1,0.3333333333333333
"[-0.345, 0.14500000000000002]",[-0.17500000000000004],[0.855],"[-0.32499999999999996, 0.14500000000000002]",False,[50.0],2,0.5
"[-0.32499999999999996, 0.14500000000000002]",[0.06499999999999984],[0.845],"[-0.30500000000000005, 0.14500000000000002]",False,[50.0],3,0.6
"[-0.30500000000000005, 0.14500000000000002]",[0.28500000000000003],[0.845],"[-0.275, 0.14500000000000002]",False,[50.0],3,0.5
"[-0.275, 0.14500000000000002]",[0.5749999999999998],[0.875],"[-0.255, 0.125]",False,[50.0],3,0.5
"[-0.255, 0.125]",[0.3749999999999999],[0.875],"[-0.235, 0.125]",False,[50.0],1,0.16666666666666666
"[-0.21499999999999997, 0.10499999999999998]",[0.555],[0.965],"[-0.20499999999999996, 0.09499999999999997]",False,[50.0],2,0.2857142857142857
"[-0.20499999999999996, 0.09499999999999997]",[0.6449999999999999],[0.995],"[-0.18500000000000005, 0.07500000000000001]",False,[50.0],2,0.5
"[-0.18500000000000005, 0.07500000000000001]",[0.6549999999999999],[1.005],"[-0.17500000000000004, 0.054999999999999986]",False,[50.0],1,0.2
"[-0.17500000000000004, 0.054999999999999986]",[0.755],[1.045],"[-0.16500000000000004, 0.03499999999999997]",False,[50.0],1,0.25
"[-0.16500000000000004, 0.03499999999999997]",[0.6749999999999999],[1.075],"[-0.16500000000000004, 0.02500000000000002]",False,[50.0],1,0.3333333333333333
"[-0.16500000000000004, 0.02500000000000002]",[0.715],[1.115],"[-0.16500000000000004, 0.005]",False,[50.0],1,0.5
"[-0.16500000000000004, 0.005]",[0.515],[1.135],"[-0.16500000000000004, -0.005000000000000009]",False,[50.0],1,0.07142857142857142
"[-0.16500000000000004, -0.005000000000000009]",[0.485],[1.165],"[-0.16500000000000004, -0.025000000000000026]",False,[50.0],1,1.0
"[-0.16500000000000004, -0.025000000000000026]",[0.5650000000000001],[1.185],"[-0.16500000000000004, -0.03499999999999998]",False,[50.0],1,0.5
"[-0.16500000000000004, -0.03499999999999998]",[0.495],[1.215],"[-0.17500000000000004, -0.04499999999999999]",False,[50.0],1,0.3333333333333333
"[-0.17500000000000004, -0.04499999999999999]",[0.475],[1.235],"[-0.18500000000000005, -0.055]",False,[50.0],1,1.0
"[-0.18500000000000005, -0.055]",[0.255],[1.2550000000000001],"[-0.19499999999999995, -0.065]",False,[50.0],1,0.25
"[-0.19499999999999995, -0.065]",[0.08499999999999985],[1.2550000000000001],"[-0.20499999999999996, -0.065]",False,[50.0],1,0.5
"[-0.20499999999999996, -0.065]",[0.35499999999999987],[1.235],"[-0.21499999999999997, -0.07500000000000001]",False,[50.0],2,0.6666666666666666
"[-0.21499999999999997, -0.07500000000000001]",[-0.13500000000000012],[1.2550000000000001],"[-0.22499999999999998, -0.065]",False,[50.0],1,0.5
"[-0.22499999999999998, -0.065]",[-0.1050000000000001],[1.245],"[-0.235, -0.065]",False,[50.0],1,0.2
"[-0.235, -0.065]",[-0.03500000000000004],[1.215],"[-0.245, -0.065]",False,[50.0],2,0.4
"[-0.265, -0.04499999999999999]",[-0.005000000000000009],[1.245],"[-0.275, -0.04499999999999999]",False,[50.0],2,0.18181818181818182
"[-0.275, -0.04499999999999999]",[-0.42500000000000004],[1.175],"[-0.275, -0.025000000000000026]",False,[50.0],1,0.14285714285714285
"[-0.275, -0.025000000000000026]",[-0.3550000000000001],[1.165],"[-0.28500000000000003, -0.025000000000000026]",False,[50.0],1,0.125
"[-0.28500000000000003, -0.025000000000000026]",[-0.43500000000000005],[1.135],"[-0.28500000000000003, -0.015000000000000017]",False,[50.0],1,0.07692307692307693
"[-0.28500000000000003, -0.015000000000000017]",[-0.2250000000000001],[1.125],"[-0.28500000000000003, -0.005000000000000009]",False,[50.0],1,0.08333333333333333
"[-0.28500000000000003, -0.005000000000000009]",[-0.1050000000000001],[1.155],"[-0.28500000000000003, 0.005]",False,[50.0],40,0.25316455696202533
"[-0.28500000000000003, 0.005]",[-0.015000000000000017],[1.145],"[-0.28500000000000003, 0.005]",False,[50.0],129,0.6649484536082474
"[-0.28500000000000003, 0.005]",[-0.29500000000000004],[1.095],"[-0.28500000000000003, 0.01500000000000001]",False,[50.0],1,0.005154639175257732
"[-0.28500000000000003, 0.01500000000000001]",[-0.13500000000000012],[1.085],"[-0.28500000000000003, 0.01500000000000001]",False,[50.0],1,0.045454545454545456
"[-0.28500000000000003, 0.01500000000000001]",[0.005],[1.115],"[-0.275, 0.01500000000000001]",False,[50.0],2,0.09090909090909091
"[-0.275, 0.01500000000000001]",[-0.025000000000000026],[1.075],"[-0.275, 0.01500000000000001]",False,[50.0],1,0.09090909090909091
"[-0.275, 0.01500000000000001]",[-0.055000000000000056],[1.075],"[-0.275, 0.02500000000000002]",False,[50.0],1,0.09090909090909091
"[-0.275, 0.02500000000000002]",[0.30500000000000005],[1.085],"[-0.265, 0.01500000000000001]",False,[50.0],3,0.25
"[-0.265, 0.01500000000000001]",[0.05500000000000004],[1.085],"[-0.265, 0.01500000000000001]",False,[50.0],2,0.18181818181818182
"[-0.405, -0.09500000000000003]",[-0.9450000000000001],[1.205],"[-0.41500000000000004, -0.065]",False,[50.0],1,0.05263157894736842
"[-0.41500000000000004, -0.065]",[-0.8150000000000001],[1.185],"[-0.425, -0.04499999999999999]",False,[50.0],5,0.15151515151515152
"[-0.425, -0.04499999999999999]",[-1.0250000000000001],[1.125],"[-0.425, -0.015000000000000017]",False,[50.0],2,0.06451612903225806
"[-0.425, -0.015000000000000017]",[-0.8150000000000001],[1.115],"[-0.435, 0.005]",False,[50.0],2,0.04878048780487805
"[-0.435, 0.005]",[-0.9150000000000001],[1.065],"[-0.425, 0.02500000000000002]",False,[50.0],2,0.09523809523809523
"[-0.425, 0.02500000000000002]",[-0.545],[1.025],"[-0.425, 0.04499999999999998]",False,[50.0],4,0.12121212121212122
"[-0.405, 0.08500000000000002]",[-0.5050000000000001],[0.925],"[-0.385, 0.09499999999999997]",False,[50.0],2,0.1111111111111111
"[-0.375, 0.11499999999999999]",[-0.03500000000000004],[0.855],"[-0.355, 0.11499999999999999]",False,[50.0],4,0.3333333333333333
"[-0.355, 0.11499999999999999]",[-0.3650000000000001],[0.915],"[-0.33499999999999996, 0.125]",False,[50.0],4,0.18181818181818182
"[-0.33499999999999996, 0.125]",[-0.08500000000000008],[0.865],"[-0.31500000000000006, 0.125]",False,[50.0],3,0.3333333333333333
"[-0.31500000000000006, 0.125]",[0.3649999999999999],[0.895],"[-0.29500000000000004, 0.11499999999999999]",False,[50.0],4,0.5
"[-0.29500000000000004, 0.11499999999999999]",[0.235],[0.845],"[-0.275, 0.11499999999999999]",False,[50.0],1,0.25
"[-0.275, 0.11499999999999999]",[0.45499999999999996],[0.865],"[-0.265, 0.10499999999999998]",False,[50.0],1,0.16666666666666666
"[-0.265, 0.10499999999999998]",[0.695],[0.955],"[-0.245, 0.08500000000000002]",False,[50.0],2,0.4
"[-0.245, 0.08500000000000002]",[0.43499999999999994],[0.915],"[-0.235, 0.07500000000000001]",False,[50.0],1,0.25
"[-0.235, 0.07500000000000001]",[0.485],[0.945],"[-0.22499999999999998, 0.065]",False,[50.0],1,0.25
"[-0.22499999999999998, 0.065]",[0.705],[1.035],"[-0.21499999999999997, 0.04499999999999998]",False,[50.0],4,1.0
"[-0.21499999999999997, 0.04499999999999998]",[0.555],[1.005],"[-0.20499999999999996, 0.03499999999999997]",False,[50.0],1,0.25
"[-0.20499999999999996, 0.03499999999999997]",[0.32499999999999984],[1.065],"[-0.20499999999999996, 0.02500000000000002]",False,[50.0],2,0.5
"[-0.20499999999999996, 0.02500000000000002]",[0.715],[1.055],"[-0.19499999999999995, 0.005]",False,[50.0],2,0.18181818181818182
"[-0.19499999999999995, 0.005]",[0.11499999999999988],[1.175],"[-0.19499999999999995, -0.005000000000000009]",False,[50.0],55,0.21568627450980393
"[-0.19499999999999995, -0.005000000000000009]",[0.6249999999999999],[1.115],"[-0.20499999999999996, -0.025000000000000026]",False,[50.0],1,0.009259259259259259
"[-0.20499999999999996, -0.025000000000000026]",[0.46499999999999997],[1.135],"[-0.20499999999999996, -0.03499999999999998]",False,[50.0],1,0.14285714285714285
"[-0.20499999999999996, -0.03499999999999998]",[0.485],[1.155],"[-0.21499999999999997, -0.04499999999999999]",False,[50.0],2,0.5
"[-0.21499999999999997, -0.04499999999999999]",[0.4149999999999999],[1.175],"[-0.21499999999999997, -0.055]",False,[50.0],1,0.14285714285714285
"[-0.22499999999999998, -0.055]",[0.31499999999999984],[1.245],"[-0.235, -0.065]",False,[50.0],2,0.2
"[-0.245, -0.065]",[-0.15500000000000003],[1.185],"[-0.255, -0.065]",False,[50.0],1,0.125
"[-0.255, -0.065]",[-0.1050000000000001],[1.185],"[-0.265, -0.055]",False,[50.0],1,0.2
"[-0.265, -0.055]",[0.035000000000000024],[1.245],"[-0.275, -0.055]",False,[50.0],2,0.2857142857142857
"[-0.275, -0.055]",[-0.2550000000000001],[1.155],"[-0.28500000000000003, -0.04499999999999999]",False,[50.0],1,0.08333333333333333
"[-0.28500000000000003, -0.04499999999999999]",[-0.2250000000000001],[1.145],"[-0.28500000000000003, -0.03499999999999998]",False,[50.0],1,0.1
"[-0.28500000000000003, -0.03499999999999998]",[-0.21500000000000008],[1.205],"[-0.29500000000000004, -0.03499999999999998]",False,[50.0],2,0.18181818181818182
"[-0.29500000000000004, -0.03499999999999998]",[-0.395],[1.115],"[-0.30500000000000005, -0.025000000000000026]",False,[50.0],1,0.07692307692307693
"[-0.30500000000000005, -0.025000000000000026]",[-0.2350000000000001],[1.105],"[-0.30500000000000005, -0.015000000000000017]",False,[50.0],1,0.04
"[-0.30500000000000005, -0.015000000000000017]",[0.265],[1.215],"[-0.30500000000000005, -0.015000000000000017]",False,[50.0],9,0.3
"[-0.30500000000000005, -0.015000000000000017]",[-0.395],[1.075],"[-0.30500000000000005, -0.005000000000000009]",False,[50.0],1,0.03333333333333333
"[-0.30500000000000005, -0.005000000000000009]",[-0.16500000000000004],[1.125],"[-0.30500000000000005, 0.005]",False,[50.0],17,0.20987654320987653
"[-0.30500000000000005, 0.005]",[-0.2350000000000001],[1.045],"[-0.30500000000000005, 0.01500000000000001]",False,[50.0],1,0.009615384615384616
"[-0.30500000000000005, 0.01500000000000001]",[0.15499999999999992],[1.155],"[-0.30500000000000005, 0.01500000000000001]",False,[50.0],8,0.2
"[-0.30500000000000005, 0.01500000000000001]",[-0.275],[1.025],"[-0.30500000000000005, 0.02500000000000002]",False,[50.0],1,0.025
