State,Act,Reward,NextState,Done,Cost,Weight,Probability
"[-0.43150944, 0.11286211]",[-1.03191487],[0.8191418647766113],"[-0.4121182, 0.13786209]",False,[0.0],1,0.3333333333333333
"[-0.4121182, 0.13786209]",[-0.87258804],[0.7755124092102051],"[-0.38889676, 0.15967679]",False,[0.0],1,0.5
"[-0.38889676, 0.15967679]",[-0.81601234],[0.7347118377685548],"[-0.36226046, 0.18007720000000002]",False,[0.0],1,0.3333333333333333
"[-0.3324579, 0.19864500000000002]",[-0.56822614],[0.6691648006439209],"[-0.29991698, 0.21285069]",False,[0.0],1,0.08333333333333333
"[-0.09303331000000001, 0.18317700000000003]",[0.7462044400000001],[0.7658222198486329],"[-0.06471991999999999, 0.16452193000000004]",False,[0.0],1,0.16666666666666666
"[-0.06471991999999999, 0.16452193000000004]",[0.73070576],[0.8023574829101563],"[-0.03937066000000003, 0.1462543]",False,[0.0],1,0.16666666666666666
"[-0.03937066000000003, 0.1462543]",[0.76861658],[0.8407883644104005],"[-0.01699477, 0.12703884]",False,[0.0],1,1.0
"[-0.01699477, 0.12703884]",[0.94956419],[0.8882665634155273],"[0.002065299999999992, 0.10329974]",False,[0.0],1,1.0
"[-0.04509789000000001, -0.12131846]",[-0.008856559999999996],[1.3370601654052736],"[-0.06449699000000003, -0.12109697]",False,[0.0],1,0.3333333333333333
"[-0.06602919000000002, -0.10913563]",[0.10436631000000006],[1.34019136428833],"[-0.08363008500000003, -0.11174482]",False,[0.0],2,0.5
"[-0.13785505000000003, -0.09633934]",[-0.4529948],[1.2648950576782227],"[-0.15266538000000004, -0.08501446]",False,[0.0],1,0.16666666666666666
"[-0.15266538000000004, -0.08501446]",[-0.49621828],[1.2400840759277345],"[-0.16560608000000002, -0.07260907]",False,[0.0],1,0.25
"[-0.16676926750000007, -0.061392995]",[-0.09893511749999995],[1.2513897418975832],"[-0.17646025249999994, -0.0589196525]",False,[0.0],3,1.0
"[-0.17476318312499997, -0.054845350625000004]",[0.15574096187500008],[1.2504231989383698],"[-0.18374608124999997, -0.058738903125]",False,[0.0],5,0.8333333333333334
"[-0.18484253, -0.04504955]",[-0.46540924],[1.1616948127746585],"[-0.19142991000000004, -0.03341436]",False,[0.0],1,0.125
"[-0.19142991000000004, -0.03341436]",[-0.54842788],[1.134273338317871],"[-0.19604497999999998, -0.019703690000000003]",False,[0.0],1,0.3333333333333333
"[-0.19604497999999998, -0.019703690000000003]",[-0.52211623],[1.1081675529479982],"[-0.19850141, -0.006650749999999997]",False,[0.0],1,0.2
"[-0.19705941502728525, -0.0014130652238778449]",[-0.1070581412563754],[1.1666842758809797],"[-0.19714275598758363, 0.0012633882543497347]",False,[0.0],45,0.4166666666666667
"[-0.19894545999999996, 0.0049750800000000015]",[-0.54651956],[1.057589912414551],"[-0.19742084, 0.018638009999999993]",False,[0.0],1,0.00392156862745098
"[-0.19742084, 0.018638009999999993]",[-0.50550973],[1.032314395904541],"[-0.19376463, 0.03127587]",False,[0.0],1,0.14285714285714285
